symbol,signals,n_signals,holding_days,regime,n,win_rate,mean_return
SOLUSDT,bollinger,1,1,bull,1,0.0,-0.016181
SOLUSDT,bollinger,1,1,bear,57,0.5263,-0.00364
SOLUSDT,bollinger,1,1,sideways,42,0.5714,0.010323
SOLUSDT,bollinger,1,1,all,104,0.5577,0.004096
SOLUSDT,bollinger,1,3,bull,1,1.0,0.044562
SOLUSDT,bollinger,1,3,bear,57,0.5263,-0.005689
SOLUSDT,bollinger,1,3,sideways,42,0.5952,0.021823
SOLUSDT,bollinger,1,3,all,104,0.5769,0.010018
SOLUSDT,bollinger,1,7,bull,1,0.0,-0.004631
SOLUSDT,bollinger,1,7,bear,57,0.4737,-0.002639
SOLUSDT,bollinger,1,7,sideways,42,0.619,0.040025
SOLUSDT,bollinger,1,7,all,104,0.5385,0.019097
SOLUSDT,drop3,1,1,bull,115,0.5043,0.006065
SOLUSDT,drop3,1,1,bear,166,0.5301,-0.001166
SOLUSDT,drop3,1,1,sideways,177,0.5085,0.000975
SOLUSDT,drop3,1,1,all,519,0.5145,0.002855
SOLUSDT,drop3,1,3,bull,115,0.5217,0.01284
SOLUSDT,drop3,1,3,bear,166,0.5361,7.6e-05
SOLUSDT,drop3,1,3,sideways,177,0.4802,-0.002842
SOLUSDT,drop3,1,3,all,519,0.5164,0.009789
SOLUSDT,drop3,1,7,bull,115,0.513,0.033394
SOLUSDT,drop3,1,7,bear,166,0.494,-0.016761
SOLUSDT,drop3,1,7,sideways,177,0.4802,0.007052
SOLUSDT,drop3,1,7,all,519,0.5048,0.017652
SOLUSDT,vol_spike,1,1,bull,65,0.6,0.013974
SOLUSDT,vol_spike,1,1,bear,36,0.4444,-0.022538
SOLUSDT,vol_spike,1,1,sideways,33,0.4848,0.007619
SOLUSDT,vol_spike,1,1,all,151,0.543,0.00767
SOLUSDT,vol_spike,1,3,bull,65,0.6923,0.045348
SOLUSDT,vol_spike,1,3,bear,36,0.5278,-0.02168
SOLUSDT,vol_spike,1,3,sideways,33,0.5455,0.007306
SOLUSDT,vol_spike,1,3,all,151,0.6159,0.026298
SOLUSDT,vol_spike,1,7,bull,65,0.6,0.061292
SOLUSDT,vol_spike,1,7,bear,36,0.5556,0.005091
SOLUSDT,vol_spike,1,7,sideways,33,0.6364,0.034861
SOLUSDT,vol_spike,1,7,all,151,0.6225,0.064319
SOLUSDT,rsi+bollinger,2,1,bull,0,,
SOLUSDT,rsi+bollinger,2,1,bear,28,0.5,0.006203
SOLUSDT,rsi+bollinger,2,1,sideways,1,1.0,0.044798
SOLUSDT,rsi+bollinger,2,1,all,32,0.5625,0.012577
SOLUSDT,rsi+bollinger,2,3,bull,0,,
SOLUSDT,rsi+bollinger,2,3,bear,28,0.5357,-0.001652
SOLUSDT,rsi+bollinger,2,3,sideways,1,0.0,-0.003283
SOLUSDT,rsi+bollinger,2,3,all,32,0.5625,0.007926
SOLUSDT,rsi+bollinger,2,7,bull,0,,
SOLUSDT,rsi+bollinger,2,7,bear,28,0.5714,0.031881
SOLUSDT,rsi+bollinger,2,7,sideways,1,1.0,0.071525
SOLUSDT,rsi+bollinger,2,7,all,32,0.5938,0.039009
SOLUSDT,rsi+drop3,2,1,bull,0,,
SOLUSDT,rsi+drop3,2,1,bear,35,0.5143,0.005384
SOLUSDT,rsi+drop3,2,1,sideways,1,1.0,0.044798
SOLUSDT,rsi+drop3,2,1,all,52,0.5192,0.005323
SOLUSDT,rsi+drop3,2,3,bull,0,,
SOLUSDT,rsi+drop3,2,3,bear,35,0.6,0.016987
SOLUSDT,rsi+drop3,2,3,sideways,1,0.0,-0.003283
SOLUSDT,rsi+drop3,2,3,all,52,0.5962,0.02173
SOLUSDT,rsi+drop3,2,7,bull,0,,
SOLUSDT,rsi+drop3,2,7,bear,35,0.6,0.025101
SOLUSDT,rsi+drop3,2,7,sideways,1,1.0,0.071525
SOLUSDT,rsi+drop3,2,7,all,52,0.5577,0.035527
SOLUSDT,rsi+vol_spike,2,1,bull,0,,
SOLUSDT,rsi+vol_spike,2,1,bear,20,0.55,-0.000747
SOLUSDT,rsi+vol_spike,2,1,sideways,1,1.0,0.044798
SOLUSDT,rsi+vol_spike,2,1,all,22,0.5909,0.002927
SOLUSDT,rsi+vol_spike,2,3,bull,0,,
SOLUSDT,rsi+vol_spike,2,3,bear,20,0.55,-0.004902
SOLUSDT,rsi+vol_spike,2,3,sideways,1,0.0,-0.003283
SOLUSDT,rsi+vol_spike,2,3,all,22,0.5455,-0.00409
SOLUSDT,rsi+vol_spike,2,7,bull,0,,
SOLUSDT,rsi+vol_spike,2,7,bear,20,0.6,0.051625
SOLUSDT,rsi+vol_spike,2,7,sideways,1,1.0,0.071525
SOLUSDT,rsi+vol_spike,2,7,all,22,0.5909,0.040557
SOLUSDT,bollinger+drop3,2,1,bull,1,0.0,-0.016181
SOLUSDT,bollinger+drop3,2,1,bear,40,0.525,-0.006284
SOLUSDT,bollinger+drop3,2,1,sideways,34,0.5,0.005921
SOLUSDT,bollinger+drop3,2,1,all,79,0.5316,0.001896
SOLUSDT,bollinger+drop3,2,3,bull,1,1.0,0.044562
SOLUSDT,bollinger+drop3,2,3,bear,40,0.5,-0.007165
SOLUSDT,bollinger+drop3,2,3,sideways,34,0.5882,0.023962
SOLUSDT,bollinger+drop3,2,3,all,79,0.5696,0.012375
SOLUSDT,bollinger+drop3,2,7,bull,1,0.0,-0.004631
SOLUSDT,bollinger+drop3,2,7,bear,40,0.475,-0.008698
SOLUSDT,bollinger+drop3,2,7,sideways,34,0.6176,0.036773
SOLUSDT,bollinger+drop3,2,7,all,79,0.5443,0.017187
SOLUSDT,bollinger+vol_spike,2,1,bull,0,,
SOLUSDT,bollinger+vol_spike,2,1,bear,21,0.4762,-0.006474
SOLUSDT,bollinger+vol_spike,2,1,sideways,5,0.6,0.066297
SOLUSDT,bollinger+vol_spike,2,1,all,26,0.5,0.007521
SOLUSDT,bollinger+vol_spike,2,3,bull,0,,
SOLUSDT,bollinger+vol_spike,2,3,bear,21,0.5714,-0.001493
SOLUSDT,bollinger+vol_spike,2,3,sideways,5,0.4,-0.005182
SOLUSDT,bollinger+vol_spike,2,3,all,26,0.5385,-0.002203
SOLUSDT,bollinger+vol_spike,2,7,bull,0,,
SOLUSDT,bollinger+vol_spike,2,7,bear,21,0.619,0.024529
SOLUSDT,bollinger+vol_spike,2,7,sideways,5,0.6,0.020431
SOLUSDT,bollinger+vol_spike,2,7,all,26,0.6154,0.023741
SOLUSDT,drop3+vol_spike,2,1,bull,9,0.6667,0.026512
SOLUSDT,drop3+vol_spike,2,1,bear,22,0.5,-0.010273
SOLUSDT,drop3+vol_spike,2,1,sideways,9,0.4444,0.030602
SOLUSDT,drop3+vol_spike,2,1,all,40,0.525,0.007201
SOLUSDT,drop3+vol_spike,2,3,bull,9,0.8889,0.074991
SOLUSDT,drop3+vol_spike,2,3,bear,22,0.5455,-0.01901
SOLUSDT,drop3+vol_spike,2,3,sideways,9,0.2222,-0.019122
SOLUSDT,drop3+vol_spike,2,3,all,40,0.55,0.002115
SOLUSDT,drop3+vol_spike,2,7,bull,9,0.6667,0.077835
SOLUSDT,drop3+vol_spike,2,7,bear,22,0.5909,-0.011962
SOLUSDT,drop3+vol_spike,2,7,sideways,9,0.3333,-0.033981
SOLUSDT,drop3+vol_spike,2,7,all,40,0.55,0.003288
SOLUSDT,rsi+bollinger+drop3,3,1,bull,0,,
SOLUSDT,rsi+bollinger+drop3,3,1,bear,22,0.5455,0.011944
SOLUSDT,rsi+bollinger+drop3,3,1,sideways,1,1.0,0.044798
SOLUSDT,rsi+bollinger+drop3,3,1,all,26,0.6154,0.018905
SOLUSDT,rsi+bollinger+drop3,3,3,bull,0,,
SOLUSDT,rsi+bollinger+drop3,3,3,bear,22,0.5455,0.000869
SOLUSDT,rsi+bollinger+drop3,3,3,sideways,1,0.0,-0.003283
SOLUSDT,rsi+bollinger+drop3,3,3,all,26,0.5769,0.01227
SOLUSDT,rsi+bollinger+drop3,3,7,bull,0,,
SOLUSDT,rsi+bollinger+drop3,3,7,bear,22,0.5455,0.018291
SOLUSDT,rsi+bollinger+drop3,3,7,sideways,1,1.0,0.071525
SOLUSDT,rsi+bollinger+drop3,3,7,all,26,0.5769,0.029155
SOLUSDT,rsi+bollinger+vol_spike,3,1,bull,0,,
SOLUSDT,rsi+bollinger+vol_spike,3,1,bear,17,0.5294,0.013108
SOLUSDT,rsi+bollinger+vol_spike,3,1,sideways,1,1.0,0.044798
SOLUSDT,rsi+bollinger+vol_spike,3,1,all,18,0.5556,0.014868
SOLUSDT,rsi+bollinger+vol_spike,3,3,bull,0,,
SOLUSDT,rsi+bollinger+vol_spike,3,3,bear,17,0.5882,0.002464
SOLUSDT,rsi+bollinger+vol_spike,3,3,sideways,1,0.0,-0.003283
SOLUSDT,rsi+bollinger+vol_spike,3,3,all,18,0.5556,0.002145
SOLUSDT,rsi+bollinger+vol_spike,3,7,bull,0,,
SOLUSDT,rsi+bollinger+vol_spike,3,7,bear,17,0.6471,0.049638
SOLUSDT,rsi+bollinger+vol_spike,3,7,sideways,1,1.0,0.071525
SOLUSDT,rsi+bollinger+vol_spike,3,7,all,18,0.6667,0.050853
SOLUSDT,rsi+drop3+vol_spike,3,1,bull,0,,
SOLUSDT,rsi+drop3+vol_spike,3,1,bear,15,0.5333,0.017569
SOLUSDT,rsi+drop3+vol_spike,3,1,sideways,1,1.0,0.044798
SOLUSDT,rsi+drop3+vol_spike,3,1,all,16,0.5625,0.019271
SOLUSDT,rsi+drop3+vol_spike,3,3,bull,0,,
SOLUSDT,rsi+drop3+vol_spike,3,3,bear,15,0.5333,-0.001304
SOLUSDT,rsi+drop3+vol_spike,3,3,sideways,1,0.0,-0.003283
SOLUSDT,rsi+drop3+vol_spike,3,3,all,16,0.5,-0.001427
SOLUSDT,rsi+drop3+vol_spike,3,7,bull,0,,
SOLUSDT,rsi+drop3+vol_spike,3,7,bear,15,0.6,0.029859
SOLUSDT,rsi+drop3+vol_spike,3,7,sideways,1,1.0,0.071525
SOLUSDT,rsi+drop3+vol_spike,3,7,all,16,0.625,0.032463
SOLUSDT,bollinger+drop3+vol_spike,3,1,bull,0,,
SOLUSDT,bollinger+drop3+vol_spike,3,1,bear,18,0.5,-0.004314
SOLUSDT,bollinger+drop3+vol_spike,3,1,sideways,5,0.6,0.066297
SOLUSDT,bollinger+drop3+vol_spike,3,1,all,23,0.5217,0.011036
SOLUSDT,bollinger+drop3+vol_spike,3,3,bull,0,,
SOLUSDT,bollinger+drop3+vol_spike,3,3,bear,18,0.5556,-0.004473
SOLUSDT,bollinger+drop3+vol_spike,3,3,sideways,5,0.4,-0.005182
SOLUSDT,bollinger+drop3+vol_spike,3,3,all,23,0.5217,-0.004627
SOLUSDT,bollinger+drop3+vol_spike,3,7,bull,0,,
SOLUSDT,bollinger+drop3+vol_spike,3,7,bear,18,0.6111,0.011093
SOLUSDT,bollinger+drop3+vol_spike,3,7,sideways,5,0.6,0.020431
SOLUSDT,bollinger+drop3+vol_spike,3,7,all,23,0.6087,0.013123
SOLUSDT,rsi+bollinger+drop3+vol_spike,4,1,bull,0,,
SOLUSDT,rsi+bollinger+drop3+vol_spike,4,1,bear,15,0.5333,0.017569
SOLUSDT,rsi+bollinger+drop3+vol_spike,4,1,sideways,1,1.0,0.044798
SOLUSDT,rsi+bollinger+drop3+vol_spike,4,1,all,16,0.5625,0.019271
SOLUSDT,rsi+bollinger+drop3+vol_spike,4,3,bull,0,,
SOLUSDT,rsi+bollinger+drop3+vol_spike,4,3,bear,15,0.5333,-0.001304
SOLUSDT,rsi+bollinger+drop3+vol_spike,4,3,sideways,1,0.0,-0.003283
SOLUSDT,rsi+bollinger+drop3+vol_spike,4,3,all,16,0.5,-0.001427
SOLUSDT,rsi+bollinger+drop3+vol_spike,4,7,bull,0,,
SOLUSDT,rsi+bollinger+drop3+vol_spike,4,7,bear,15,0.6,0.029859
SOLUSDT,rsi+bollinger+drop3+vol_spike,4,7,sideways,1,1.0,0.071525
SOLUSDT,rsi+bollinger+drop3+vol_spike,4,7,all,16,0.625,0.032463
SOLUSDT,baseline,0,1,bull,582,0.5034,0.007666
SOLUSDT,baseline,0,3,bull,582,0.5447,0.021703
SOLUSDT,baseline,0,7,bull,582,0.512,0.050643
SOLUSDT,baseline,0,1,bear,561,0.492,-0.000753
SOLUSDT,baseline,0,3,bear,560,0.4911,-0.002136
SOLUSDT,baseline,0,7,bear,556,0.4658,-0.00694
SOLUSDT,baseline,0,1,sideways,818,0.4804,0.000492
SOLUSDT,baseline,0,3,sideways,817,0.4786,0.001613
SOLUSDT,baseline,0,7,sideways,817,0.4835,0.00638
SOLUSDT,baseline,0,1,all,2160,0.4926,0.003113
SOLUSDT,baseline,0,3,all,2158,0.5014,0.00927
SOLUSDT,baseline,0,7,all,2154,0.4926,0.022732
